name,Pres01,Pres02,Pres03,Pres04,Pres05,Pres06,Pres07,Deg01,Deg02,Deg03,Deg04,Deg05,Deg06,Deg07
Abiotrophia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.00112,0.0
Abyssalbus,0.0,0.00132,0.0,0.00075,0.0,0.00097,0.0,0.0,0.0,0.00185,0.00182,0.0013,0.0,0.0
Abyssibius,0.00834,0.00927,0.00148,0.0075,0.00421,0.00581,0.01207,0.00249,0.0029,0.00185,0.00969,0.02297,0.00782,0.01669
Abyssicoccus,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.00124,0.0,0.00185,0.00061,0.0,0.0,0.0
Acadianvirus,0.0,0.0,0.00148,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acaryochloris,0.00209,0.00265,0.0,0.00075,0.0014,0.00097,0.00402,0.00124,0.0,0.0,0.00182,0.0013,0.00223,0.0
Acetivibrio,0.0,0.0,0.0,0.0,0.0,0.00194,0.0,0.00249,0.0,0.00185,0.00303,0.00217,0.00223,0.00119
Acetoanaerobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Acetobacter,0.02919,0.01854,0.02966,0.04424,0.02807,0.0426,0.02011,0.04974,0.01158,0.01854,0.03149,0.01474,0.02569,0.02146
Acetobacterium,0.00209,0.00132,0.0,0.0015,0.0014,0.00097,0.0,0.0,0.0,0.0,0.00061,0.0026,0.00894,0.00238
Acetobacteroides,0.00417,0.00265,0.00741,0.00225,0.00421,0.00484,0.0,0.00373,0.0,0.00371,0.00969,0.00954,0.00223,0.00477
Acetohalobium,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00119
Acetomicrobium,0.0,0.00132,0.0,0.0,0.0,0.0,0.00402,0.0,0.0029,0.0,0.0,0.0,0.0,0.00119
Acholeplasma,0.0,0.0,0.0,0.0,0.00421,0.0,0.0,0.0,0.0,0.00185,0.00061,0.0,0.0,0.0
Achromobacter,0.30236,0.29672,0.25356,0.47844,0.28065,0.26624,0.18098,0.29098,0.57626,0.43199,0.4045,0.26092,0.30273,0.37917
Acidaminococcus,0.00209,0.00132,0.00148,0.00225,0.0014,0.0,0.00402,0.00124,0.0,0.00185,0.00121,0.00217,0.00559,0.00119
Acidianus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.0,0.00087,0.00112,0.0
Acidibrevibacterium,0.02294,0.03179,0.02521,0.03375,0.0449,0.03388,0.01609,0.01741,0.01737,0.00742,0.01211,0.00867,0.02122,0.02027
Acididesulfobacillus,0.00209,0.00265,0.00148,0.0015,0.0014,0.00097,0.00402,0.00124,0.0,0.0,0.0,0.00043,0.00112,0.00358
Acidiferrobacter,0.02294,0.0106,0.01631,0.021,0.01965,0.02227,0.01609,0.00622,0.01158,0.01112,0.00969,0.0065,0.02904,0.01192
Acidihalobacter,0.03545,0.0159,0.02076,0.05399,0.03789,0.03098,0.01207,0.02238,0.04054,0.04079,0.02301,0.0156,0.04692,0.02742
Acidilobus,0.0,0.0,0.0,0.0,0.0,0.0,0.00402,0.0,0.0,0.0,0.00061,0.0,0.0,0.0
Acidilutibacter,0.0,0.0,0.00445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.0,0.0,0.0
Acidimicrobium,0.01043,0.01192,0.01483,0.012,0.01824,0.01452,0.01609,0.02363,0.00579,0.00556,0.00242,0.0039,0.0067,0.00596
Acidiphilium,0.04588,0.02914,0.02669,0.05399,0.05613,0.05518,0.04022,0.02736,0.02606,0.04264,0.02059,0.013,0.02569,0.03577
Acidiplasma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0
Acidipropionibacterium,0.02502,0.01457,0.02521,0.0195,0.01965,0.04066,0.02413,0.02114,0.02317,0.02781,0.03633,0.03814,0.03016,0.02146
Acidisarcina,0.02085,0.02517,0.0089,0.01575,0.04771,0.03679,0.0,0.03233,0.00579,0.00185,0.00484,0.00173,0.03575,0.04054
Acidisoma,0.01043,0.02517,0.01631,0.02175,0.02105,0.01936,0.00804,0.01617,0.00869,0.00556,0.01029,0.00563,0.0134,0.02027
Acidithiobacillus,0.02502,0.01722,0.03262,0.02325,0.03087,0.03873,0.02413,0.02114,0.04633,0.01854,0.02362,0.01647,0.06144,0.03458
Acidobacterium,0.04379,0.02252,0.02521,0.0225,0.03789,0.04937,0.00804,0.0199,0.01737,0.01854,0.00908,0.00303,0.0458,0.03458
Acidocella,0.00834,0.00397,0.00445,0.02025,0.01123,0.00387,0.00402,0.00746,0.00579,0.01112,0.00303,0.00737,0.01452,0.01431
Acidothermus,0.00834,0.01192,0.01928,0.00825,0.01684,0.02711,0.00402,0.01741,0.01158,0.01112,0.00424,0.00607,0.01229,0.01073
Acidovorax,0.41496,0.9683,0.23577,0.89763,0.39151,0.32916,0.19707,0.3171,0.50966,0.66931,1.35458,2.87968,0.41108,0.76311
Acinetobacter,0.0146,0.03974,0.043,0.05699,0.03929,0.04066,0.13272,0.03357,0.03185,0.08343,0.07811,2.01543,0.24017,0.06796
Actibacterium,0.00626,0.00397,0.01779,0.0045,0.00421,0.00871,0.01207,0.01119,0.01158,0.00927,0.01877,0.06458,0.00335,0.03219
Actimicrobium,0.00626,0.01325,0.01186,0.02025,0.00702,0.01065,0.01207,0.00373,0.02606,0.01298,0.01574,0.01214,0.01899,0.02146
Actinacidiphila,0.00209,0.01854,0.01928,0.01425,0.03508,0.04066,0.02011,0.0087,0.01737,0.01112,0.00606,0.00824,0.01005,0.00954
Actinoalloteichus,0.02502,0.01325,0.03559,0.0225,0.02947,0.03582,0.01609,0.02487,0.01448,0.02039,0.02059,0.01994,0.03128,0.0155
Actinobacillus,0.0,0.0,0.00297,0.0045,0.0014,0.00387,0.00402,0.00249,0.0,0.00927,0.01877,0.00173,0.02458,0.00238
Actinobaculum,0.00209,0.00265,0.0,0.00075,0.0014,0.00097,0.0,0.00249,0.0,0.0,0.00061,0.0026,0.00112,0.0
Actinocatenispora,0.04796,0.02649,0.06228,0.04424,0.05613,0.1123,0.04826,0.03482,0.02027,0.05006,0.03391,0.02167,0.0391,0.04173
Actinokineospora,0.00834,0.02384,0.03262,0.012,0.01824,0.03679,0.01207,0.0286,0.02317,0.01669,0.00908,0.0195,0.01676,0.01312
Actinomadura,0.26066,0.22121,0.28321,0.27071,0.46307,0.82097,0.2574,0.31337,0.15348,0.13535,0.12413,0.10966,0.30049,0.15739
Actinomarinicola,0.11469,0.13379,0.19425,0.17248,0.11507,0.07261,0.04424,0.14425,0.15637,0.17243,0.09991,0.05201,0.03798,0.1097
Actinomyces,0.07715,0.08345,0.11566,0.09749,0.10244,0.12682,0.05631,0.09202,0.13031,0.09456,0.07569,0.11876,0.11618,0.062
Actinoplanes,0.23355,0.21591,0.31139,0.24897,0.31293,0.49278,0.23729,0.41409,0.26352,0.32446,0.64126,0.1647,0.24464,0.17289
Actinopolymorpha,0.02085,0.01987,0.03114,0.02025,0.03368,0.04647,0.02011,0.02984,0.02896,0.01854,0.0224,0.0169,0.01452,0.02742
Actinopolyspora,0.00209,0.00265,0.00741,0.00825,0.02666,0.02227,0.00402,0.00249,0.00579,0.00371,0.00545,0.0078,0.0067,0.01073
Actinosynnema,0.02502,0.03179,0.02224,0.0195,0.03789,0.05325,0.03218,0.02984,0.03185,0.02781,0.02725,0.0169,0.03239,0.02385
Actinotalea,0.01668,0.02119,0.01779,0.02175,0.01123,0.0213,0.00402,0.02487,0.02896,0.01669,0.02483,0.0169,0.02346,0.00954
Actinotignum,0.00209,0.00397,0.00445,0.00375,0.00281,0.00097,0.00402,0.00373,0.0029,0.0,0.00061,0.00303,0.00112,0.00358
Acutalibacter,0.00209,0.0,0.0,0.0,0.0,0.0,0.0,0.00249,0.0,0.00185,0.0,0.00043,0.00223,0.00119
Acuticoccus,0.06464,0.06226,0.07414,0.05999,0.05473,0.04744,0.03218,0.07959,0.04923,0.04635,0.03391,0.02384,0.06032,0.05008
Adhaeretor,0.01043,0.0053,0.01335,0.003,0.00281,0.0029,0.00402,0.00497,0.00579,0.00371,0.00303,0.0013,0.01005,0.00477
Adhaeribacter,0.00209,0.00132,0.00445,0.006,0.0,0.00097,0.0,0.00124,0.00579,0.00556,0.00242,0.00347,0.00112,0.00477
Adlercreutzia,0.01043,0.00132,0.0089,0.0045,0.00421,0.0029,0.0,0.00746,0.00579,0.00556,0.00303,0.00303,0.0067,0.00477
Advenella,0.00417,0.00795,0.00297,0.0165,0.00982,0.00968,0.00804,0.00746,0.01158,0.00927,0.0109,0.0065,0.01564,0.0155
Aegicerativicinus,0.0,0.0,0.0,0.00075,0.0014,0.0,0.0,0.0,0.0,0.0,0.00061,0.00087,0.0,0.0
Aeoliella,0.01043,0.00662,0.01631,0.006,0.00281,0.00194,0.00402,0.00373,0.01737,0.00742,0.00666,0.00087,0.00335,0.00358
Aequoribacter,0.0,0.0,0.00593,0.003,0.0014,0.0,0.00402,0.0,0.00579,0.00371,0.00121,0.0013,0.00223,0.0
Aequorivita,0.0,0.00265,0.00297,0.00525,0.0014,0.0029,0.0,0.0,0.0,0.0,0.00303,0.00433,0.00112,0.00238
Aerococcus,0.0,0.0,0.00148,0.0015,0.00421,0.00194,0.0,0.00124,0.0,0.0,0.00121,0.00087,0.00335,0.00238
Aeromicrobium,0.10635,0.0861,0.15273,0.14023,0.13191,0.152,0.07642,0.15295,0.11294,0.15574,0.11868,0.1517,0.14745,0.11566
Aeromonas,0.1272,0.1616,0.12456,0.13648,0.13191,0.12489,0.0925,0.11565,0.19691,0.17799,0.1756,0.36538,0.41108,0.21701
Aeropyrum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.0
Aerosticca,0.0146,0.0159,0.02372,0.02325,0.01965,0.01452,0.00804,0.0087,0.00869,0.01483,0.01998,0.00693,0.01452,0.01431
Aestuariibaculum,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.00242,0.00043,0.0,0.0
Aestuariispira,0.00626,0.0053,0.00297,0.006,0.00702,0.00581,0.00402,0.00249,0.00579,0.00742,0.00484,0.0039,0.0067,0.00715
Afipia,0.28568,0.29009,0.33066,0.19422,0.3466,0.24881,0.18903,0.24497,0.12741,0.17613,0.11808,0.03121,0.18208,0.24563
Afonbuvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0
Agarilytica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185,0.00242,0.00173,0.0067,0.0
Agarivorans,0.0,0.00132,0.00148,0.0015,0.0014,0.00194,0.0,0.00124,0.0,0.00742,0.00484,0.00043,0.01117,0.00358
Agathobacter,0.0,0.00132,0.00297,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.02514,0.0,0.00119
Agathobaculum,0.0,0.0,0.00297,0.00225,0.0014,0.00194,0.0,0.0,0.00579,0.00371,0.00182,0.0013,0.00447,0.0
Aggregatibacter,0.00417,0.0,0.00148,0.00075,0.00421,0.0,0.0,0.00249,0.0,0.00371,0.00182,0.00173,0.03016,0.00715
Aggregatimonas,0.0,0.0,0.00148,0.0015,0.0,0.0,0.0,0.0,0.0,0.00185,0.0,0.00173,0.00223,0.0
Agreia,0.00209,0.00265,0.00741,0.0015,0.00561,0.00871,0.0,0.00124,0.0029,0.00927,0.00121,0.0052,0.00223,0.00477
Agrobacterium,0.20018,0.25433,0.30842,0.24897,0.26942,0.23622,0.25338,0.25243,0.19981,0.22434,0.2192,0.1504,0.25134,0.28378
Agrococcus,0.05422,0.07285,0.09045,0.08474,0.06876,0.05809,0.01609,0.04352,0.11294,0.08343,0.07327,0.06631,0.06702,0.05008
Agromyces,0.11886,0.10465,0.17942,0.12523,0.12349,0.13747,0.06033,0.14798,0.12741,0.14832,0.13201,0.14346,0.11506,0.10612
Ahniella,0.00626,0.00397,0.00593,0.0105,0.00561,0.00775,0.00804,0.00746,0.00869,0.0,0.00484,0.00347,0.0067,0.00596
Akanthomyces,0.0,0.00132,0.0,0.0045,0.00281,0.0,0.00804,0.00124,0.0029,0.00371,0.00363,0.00173,0.00559,0.00715
Akkermansia,0.01043,0.00795,0.00741,0.0135,0.01263,0.00581,0.0,0.00497,0.01737,0.00556,0.00969,0.00433,0.01117,0.02742
Akonivirus,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alcaligenes,0.01668,0.02252,0.01038,0.03525,0.01263,0.01646,0.02011,0.0087,0.01737,0.00742,0.0218,0.02167,0.03351,0.03219
Alcanivorax,0.00626,0.00795,0.00593,0.0105,0.01403,0.01162,0.00402,0.01119,0.0,0.00742,0.00787,0.00477,0.02458,0.01073
Alexandravirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.0
Algibacter,0.0,0.00132,0.0,0.0,0.0,0.00097,0.0,0.00124,0.0,0.00185,0.00182,0.00563,0.0,0.00119
Algicella,0.00417,0.00265,0.00593,0.01275,0.00561,0.01065,0.0,0.00622,0.00869,0.00185,0.00727,0.0104,0.00782,0.00835
Algoriphagus,0.0,0.00265,0.00297,0.01275,0.00421,0.00097,0.0,0.00622,0.00579,0.00185,0.00606,0.00303,0.00112,0.00238
Aliamphritea,0.00209,0.00397,0.00148,0.0015,0.00281,0.00194,0.00804,0.00124,0.00579,0.0,0.00545,0.0026,0.00335,0.00358
Aliarcobacter,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.01029,0.37665,0.00112,0.0
Alicycliphilus,0.15014,0.14836,0.15273,0.24522,0.12489,0.10359,0.06033,0.17036,0.11004,0.18911,0.30095,0.27176,0.13405,0.23967
Alicyclobacillus,0.02294,0.0106,0.01631,0.02025,0.01403,0.01162,0.01609,0.02114,0.01737,0.00185,0.01151,0.0052,0.01787,0.02027
Alienimonas,0.0146,0.01325,0.01779,0.00675,0.01123,0.00871,0.0,0.00497,0.02027,0.01112,0.00363,0.0026,0.00223,0.01431
Aliiglaciecola,0.00209,0.0,0.00148,0.00075,0.0014,0.0,0.00402,0.00124,0.0,0.00371,0.00061,0.0,0.00782,0.00119
Aliiroseovarius,0.01668,0.0106,0.01928,0.012,0.00421,0.00484,0.01207,0.00622,0.00579,0.00742,0.01817,0.03207,0.0134,0.0155
Aliivibrio,0.0,0.0,0.0,0.00075,0.0,0.00097,0.0,0.0,0.0029,0.0,0.00061,0.00043,0.00559,0.00119
Alistipes,0.03545,0.03047,0.03262,0.03899,0.03648,0.0213,0.02011,0.02736,0.06081,0.05377,0.02543,0.013,0.02458,0.03816
Alkalibacter,0.0,0.0,0.00148,0.00075,0.0014,0.00097,0.0,0.0,0.0,0.0,0.00061,0.0,0.0,0.0
Alkalicella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.00112,0.0
Alkaliflexus,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.00869,0.0,0.00061,0.0013,0.0,0.0
Alkalihalobacillus,0.0,0.00132,0.0,0.00075,0.0,0.00097,0.0,0.0,0.0,0.00185,0.00061,0.00043,0.0,0.00238
Alkalihalophilus,0.0,0.0,0.0,0.00075,0.0,0.00194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alkalilimnicola,0.01251,0.01325,0.00445,0.00975,0.00982,0.01259,0.00804,0.02238,0.02027,0.00927,0.0109,0.00563,0.01117,0.01192
Alkalimarinus,0.0,0.00132,0.0,0.0,0.0014,0.0029,0.00804,0.00124,0.0029,0.0,0.00121,0.0013,0.02346,0.00596
Alkaliphilus,0.0,0.00265,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.00185,0.00061,0.00043,0.00112,0.00238
Alkalitalea,0.0,0.0,0.0,0.0,0.00281,0.00097,0.0,0.00124,0.0,0.0,0.0,0.00087,0.00223,0.00119
Alloacidobacterium,0.03753,0.03974,0.01335,0.02625,0.04069,0.07261,0.02413,0.04974,0.01158,0.00556,0.00606,0.0013,0.04357,0.04531
Alloactinosynnema,0.00834,0.01325,0.01779,0.01125,0.01824,0.03679,0.00804,0.01492,0.03765,0.01298,0.00908,0.01387,0.01229,0.0155
Alloalcanivorax,0.01877,0.0106,0.00445,0.012,0.00561,0.01065,0.02815,0.00995,0.01448,0.01112,0.01332,0.0078,0.01005,0.00477
Allobacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.00112,0.0
Allobaculum,0.0,0.0,0.0,0.00075,0.0014,0.0,0.0,0.0,0.0029,0.0,0.00061,0.00173,0.00112,0.0
Allobranchiibius,0.01043,0.00795,0.01038,0.0195,0.01403,0.0242,0.00402,0.01865,0.02027,0.00742,0.01393,0.0195,0.01787,0.00477
Allochromatium,0.02294,0.0159,0.03559,0.036,0.02807,0.0242,0.02413,0.02736,0.05502,0.02039,0.0224,0.01864,0.03686,0.02385
Allocoleopsis,0.00626,0.00397,0.00297,0.00075,0.0,0.00097,0.0,0.0,0.0,0.0,0.0,0.0,0.00335,0.00477
Allocoprobacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Allofrancisella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00238
Allokutzneria,0.01668,0.01854,0.01928,0.018,0.02245,0.0455,0.01207,0.01492,0.01448,0.01854,0.01453,0.01387,0.02234,0.01908
Allomeiothermus,0.00626,0.00132,0.0,0.0015,0.0,0.0,0.00402,0.00622,0.00579,0.00371,0.00424,0.00087,0.00223,0.00358
Allomuricauda,0.00417,0.00662,0.00297,0.00675,0.0014,0.00387,0.00402,0.00249,0.00579,0.00742,0.00484,0.0052,0.00223,0.00477
Allorhizobium,0.0146,0.03179,0.00593,0.0195,0.01544,0.01355,0.01609,0.02238,0.02317,0.02225,0.00787,0.02254,0.01452,0.01192
Allosaccharopolyspora,0.00417,0.00662,0.00741,0.0105,0.01544,0.0213,0.0,0.01244,0.00579,0.00371,0.00727,0.01084,0.00447,0.00238
Allosphingosinicella,0.00417,0.0106,0.01038,0.01125,0.00702,0.00484,0.0,0.00995,0.01158,0.01112,0.00545,0.00824,0.00447,0.01312
Alloyangia,0.01668,0.00662,0.01038,0.01275,0.02807,0.01162,0.02011,0.0087,0.02027,0.00742,0.01695,0.02644,0.01229,0.01192
Alphabaculovirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00371,0.0,0.00043,0.0,0.0
Alphaentomopoxvirus,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alteracholeplasma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185,0.00061,0.0,0.0,0.0
Altererythrobacter,0.05213,0.05299,0.04745,0.19947,0.03648,0.04744,0.04826,0.05596,0.07529,0.05006,0.08901,0.17987,0.05697,0.08943
Alteriqipengyuania,0.00626,0.00397,0.01335,0.0195,0.00982,0.00968,0.00804,0.01119,0.0029,0.01112,0.01211,0.02471,0.00447,0.01312
Alteromonas,0.00209,0.00397,0.00445,0.012,0.00421,0.00871,0.00402,0.00622,0.0,0.01112,0.01332,0.00824,0.04692,0.01431
Alysiella,0.0,0.0053,0.00148,0.0015,0.0,0.00194,0.00402,0.00249,0.0,0.00371,0.00242,0.0,0.00894,0.00358
Amedibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00371,0.0,0.00043,0.0,0.00238
Aminipila,0.0,0.00132,0.0,0.00075,0.0014,0.00194,0.0,0.0,0.0,0.00185,0.00121,0.00043,0.0,0.0
Aminithiophilus,0.00417,0.00397,0.00297,0.0015,0.00281,0.0029,0.00804,0.00746,0.0029,0.00556,0.00242,0.0013,0.00559,0.00238
Aminobacter,0.15639,0.11524,0.16607,0.10949,0.14033,0.0852,0.09653,0.1144,0.14479,0.08714,0.0551,0.06155,0.08155,0.10851
Aminobacterium,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.00185,0.00061,0.0,0.00112,0.00119
Aminomonas,0.00209,0.00795,0.00148,0.00225,0.00281,0.00581,0.00402,0.0,0.00579,0.00371,0.00121,0.0013,0.00447,0.00596
Ammonifex,0.0,0.00132,0.00148,0.0,0.0014,0.0,0.0,0.00497,0.0,0.00185,0.00121,0.00043,0.00335,0.00238
Amnibacterium,0.0,0.0,0.00148,0.0,0.0,0.00194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amniculibacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.00242,0.0221,0.0,0.0
Amphibacillus,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0029,0.0,0.0,0.0013,0.0,0.0
Amphritea,0.0,0.00132,0.00148,0.0045,0.0014,0.00387,0.00402,0.00249,0.0029,0.00742,0.00061,0.0013,0.00782,0.00358
Amycolatopsis,0.47127,0.4252,0.61536,0.49268,0.75074,1.21113,0.37806,0.51109,0.46622,0.38935,0.38633,0.30643,0.50045,0.3911
Amygdalobacter,0.0,0.0,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.00119
Amylibacter,0.00209,0.00132,0.00297,0.00225,0.0,0.0,0.00402,0.00249,0.0029,0.0,0.00303,0.0039,0.0,0.00238
Amylolactobacillus,0.0,0.00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00119
Anabaena,0.00209,0.01854,0.02224,0.0075,0.0,0.00194,0.0,0.0,0.0,0.0,0.00061,0.00087,0.00782,0.00119
Anaerobacillus,0.0,0.0,0.00148,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.0
Anaerobutyricum,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0,0.00371,0.00061,0.00693,0.0,0.0
Anaerococcus,0.0,0.0,0.00297,0.00075,0.0,0.00097,0.00402,0.0,0.0,0.00185,0.00061,0.0,0.00112,0.00119
Anaerocolumna,0.0,0.00265,0.00297,0.00075,0.00421,0.00194,0.00402,0.00373,0.0,0.0,0.0,0.00217,0.00335,0.00238
Anaerohalosphaera,0.00834,0.0,0.0,0.0015,0.0,0.0029,0.0,0.00249,0.0029,0.00556,0.00061,0.0013,0.00112,0.00477
Anaerolinea,0.01668,0.00397,0.01038,0.00975,0.02807,0.02033,0.00804,0.01617,0.04923,0.05377,0.00424,0.00173,0.03016,0.01908
Anaeromicropila,0.0,0.00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anaeromusa,0.0,0.00132,0.0,0.00075,0.0,0.00194,0.0,0.0,0.0029,0.00185,0.00061,0.00043,0.00335,0.0
Anaeromyxobacter,1.83084,1.2531,0.24021,0.49718,0.95,0.36886,0.9009,1.52331,4.15255,4.20869,1.14203,0.88029,4.1097,2.45985
Anaeropeptidivorans,0.0,0.0,0.0,0.0,0.0014,0.0,0.00402,0.0,0.0029,0.00371,0.0,0.0,0.0,0.00119
Anaerostipes,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.00185,0.0,0.02167,0.0,0.00119
Anaerotignum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185,0.0,0.0,0.0,0.0
Anaerotruncus,0.0,0.0,0.0,0.00075,0.00561,0.00387,0.0,0.00124,0.0029,0.00742,0.00121,0.0013,0.0,0.00119
Anaplasma,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.00124,0.0,0.00185,0.00242,0.00043,0.00112,0.00477
Anaposvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.0
Anatilimnocola,0.02502,0.0106,0.02372,0.01575,0.01965,0.00581,0.00402,0.01617,0.01737,0.01854,0.01514,0.00347,0.00782,0.01789
Anayavirus,0.00417,0.00132,0.00148,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.00061,0.0,0.0,0.0
Ancylobacter,0.29402,0.28215,0.36329,0.22272,0.31854,0.31464,0.21316,0.28104,0.18533,0.20951,0.13685,0.12179,0.22341,0.22774
Aneurinibacillus,0.00626,0.0053,0.00297,0.0015,0.00421,0.00194,0.00804,0.00373,0.0029,0.00185,0.00363,0.0013,0.00559,0.00954
Annandia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.0,0.0,0.00112,0.0
Anoxybacillus,0.0,0.0,0.0,0.0015,0.0,0.00194,0.0,0.00124,0.0,0.00185,0.00061,0.00043,0.01564,0.00238
Anoxybacter,0.0,0.00132,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anseongella,0.00209,0.00132,0.00148,0.00375,0.0,0.00097,0.0,0.00249,0.00579,0.00371,0.00182,0.0013,0.00112,0.00238
Antarcticibacterium,0.0,0.00132,0.00297,0.0045,0.0014,0.0,0.0,0.00124,0.0029,0.0,0.00061,0.00173,0.00223,0.00358
Antarctobacter,0.00417,0.0053,0.00593,0.006,0.0014,0.00484,0.00804,0.00373,0.00869,0.00185,0.01453,0.01604,0.00335,0.00238
Anthocerotibacter,0.0,0.00132,0.0,0.00075,0.0014,0.0029,0.0,0.00124,0.0,0.00556,0.00061,0.00043,0.0,0.00119
Anthonyvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Antiquaquibacter,0.00417,0.00265,0.00297,0.00075,0.00421,0.00581,0.0,0.00746,0.0,0.00185,0.00424,0.0013,0.00223,0.00238
Apibacter,0.00209,0.00132,0.00297,0.00075,0.0,0.0,0.0,0.00249,0.0,0.0,0.00182,0.00303,0.0,0.00119
Apilactobacillus,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.00124,0.0,0.0,0.00121,0.00087,0.0,0.0
Aquabacter,0.05005,0.04636,0.04004,0.04274,0.06174,0.03873,0.02413,0.03606,0.04054,0.02966,0.0224,0.01864,0.03463,0.03935
Aquabacterium,0.26691,0.23181,0.20018,0.33896,0.16979,0.15006,0.05631,0.24746,0.40541,0.48391,0.66911,0.28866,0.29826,0.2969
Aqualcavirus,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aquaspirillum,0.00834,0.00927,0.00297,0.0135,0.00842,0.01065,0.0,0.01617,0.01448,0.00742,0.00848,0.10272,0.01787,0.00954
Aquella,0.00209,0.0,0.0,0.00075,0.0,0.00097,0.0,0.00249,0.0,0.0,0.0,0.0,0.00112,0.00119
Aquibium,0.05422,0.05696,0.09045,0.07199,0.07157,0.05906,0.02815,0.08456,0.06371,0.08343,0.04965,0.04334,0.05585,0.06439
Aquicella,0.00209,0.00132,0.00297,0.00225,0.00281,0.00194,0.0,0.00249,0.0,0.00927,0.00666,0.00173,0.0067,0.00238
Aquifex,0.0,0.0,0.0,0.0,0.0,0.0,0.00402,0.0,0.0,0.0,0.0,0.0,0.00112,0.0
Aquiflexum,0.00626,0.00132,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.00119
Aquihabitans,0.16056,0.14438,0.14087,0.15073,0.11507,0.0455,0.02815,0.143,0.22877,0.1613,0.10233,0.1361,0.04133,0.14428
