name,Pres01,Pres02,Pres03,Pres04,Pres05,Pres06,Pres07,Deg01,Deg02,Deg03,Deg04,Deg05,Deg06,Deg07
Diaminobutyricimonas,0.00209,0.0,0.01038,0.003,0.00982,0.00775,0.0,0.01119,0.0,0.00185,0.00484,0.00563,0.00782,0.00238
Diaphorobacter,0.30862,0.36825,0.17349,0.52193,0.29188,0.20815,0.20109,0.23005,0.44595,0.42458,0.62915,0.81051,0.28374,0.39229
Dichelobacter,0.0,0.0,0.01483,0.0,0.0,0.00097,0.0,0.0,0.0029,0.0,0.0,0.00043,0.00223,0.0
Dickeya,0.03128,0.01457,0.01483,0.027,0.02105,0.02808,0.01207,0.0199,0.04344,0.0445,0.02301,0.01084,0.04357,0.03458
Dictyoglomus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249,0.00579,0.00185,0.00121,0.0,0.00112,0.0
Dictyostelium,0.00417,0.00397,0.00445,0.00825,0.00281,0.00387,0.00804,0.00124,0.00579,0.00371,0.00363,0.0156,0.00223,0.0
Dietzia,0.02502,0.02384,0.0519,0.03675,0.03508,0.04841,0.02815,0.05098,0.04054,0.05377,0.0333,0.03641,0.04468,0.03696
Dinoroseobacter,0.01251,0.00397,0.01335,0.01875,0.01123,0.00775,0.01609,0.01244,0.00869,0.0,0.01635,0.03814,0.01787,0.01431
Dissulfurimicrobium,0.0,0.0,0.00297,0.0,0.0014,0.0,0.0,0.00124,0.0,0.0,0.00121,0.00043,0.00335,0.00238
Dissulfurispira,0.0,0.0,0.00148,0.00075,0.0014,0.00194,0.00402,0.00124,0.00579,0.0,0.00061,0.00043,0.00894,0.00358
Dokdonella,0.02502,0.01987,0.03262,0.04799,0.02245,0.03001,0.00402,0.04228,0.04054,0.02039,0.01635,0.00737,0.02793,0.02265
Dokdonia,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.00124,0.0,0.0,0.00363,0.00217,0.0,0.0
Dolichospermum,0.0,0.0,0.01038,0.00075,0.0,0.00097,0.0,0.00124,0.0,0.0,0.00061,0.00043,0.00223,0.01073
Dolosigranulum,0.00209,0.0,0.0,0.00075,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.0
Domibacillus,0.0,0.0,0.00148,0.00075,0.0,0.0,0.0,0.00124,0.0,0.0,0.00061,0.0,0.00112,0.0
Dongdastvirus,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dongshaea,0.00209,0.0,0.00148,0.00075,0.0014,0.00097,0.0,0.00249,0.0,0.0,0.00182,0.00043,0.00335,0.00477
Doolittlea,0.00209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185,0.0,0.0,0.00112,0.0
Dorea,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.03597,0.0,0.00119
Draconibacterium,0.00209,0.0106,0.00593,0.012,0.01123,0.00387,0.00804,0.00124,0.01158,0.00185,0.00908,0.01864,0.01005,0.00835
Drechmeria,0.0,0.0,0.00445,0.00225,0.00421,0.00484,0.00804,0.00373,0.0029,0.0,0.00545,0.0026,0.00335,0.00238
Duffyella,0.0,0.0,0.00148,0.003,0.0014,0.00194,0.0,0.0,0.0029,0.00185,0.00061,0.00173,0.0,0.00119
Duganella,0.03336,0.03047,0.03707,0.04349,0.0449,0.02614,0.02815,0.03233,0.03475,0.02966,0.04178,0.03294,0.03128,0.05604
Duncaniella,0.0,0.0,0.00148,0.00375,0.00281,0.0,0.0,0.00249,0.0,0.0,0.00061,0.00043,0.00335,0.0
Duodenibacillus,0.00417,0.00132,0.00297,0.00675,0.00561,0.00484,0.0,0.00249,0.0,0.01112,0.00303,0.0039,0.00335,0.00596
Dyadobacter,0.01043,0.01854,0.01631,0.01575,0.00421,0.00678,0.00402,0.0087,0.01448,0.00742,0.00787,0.00737,0.0134,0.01192
Dyella,0.09592,0.06226,0.08897,0.10799,0.0856,0.05422,0.02815,0.07834,0.08398,0.07045,0.05268,0.03554,0.09272,0.07273
Dysgonomonas,0.0,0.00662,0.00297,0.0,0.0014,0.00194,0.0,0.0,0.0,0.0,0.00061,0.00043,0.00223,0.0
Dysosmobacter,0.0,0.00795,0.01335,0.00075,0.0014,0.00097,0.0,0.0087,0.0,0.00185,0.00303,0.00347,0.00112,0.00358
Echinicola,0.00626,0.0053,0.00148,0.00975,0.0,0.00194,0.0,0.00124,0.0,0.00185,0.00484,0.00217,0.00223,0.00238
Ectobacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249,0.0,0.0,0.0,0.00043,0.00112,0.0
Ectothiorhodosinus,0.00209,0.00265,0.0,0.003,0.0,0.0029,0.00402,0.0,0.0,0.0,0.00242,0.00173,0.00559,0.00119
Ectothiorhodospira,0.02502,0.01722,0.00297,0.0135,0.01263,0.01549,0.00804,0.00995,0.01158,0.01483,0.0109,0.0078,0.02793,0.01312
Edaphobacter,0.03962,0.04106,0.03707,0.0255,0.06174,0.08132,0.02011,0.04228,0.02606,0.02596,0.01635,0.00303,0.06032,0.07393
Edenvirus,0.0,0.0,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edwardsiella,0.00417,0.0106,0.0089,0.01725,0.01263,0.01259,0.00804,0.01244,0.00869,0.01298,0.00969,0.00737,0.01005,0.00954
Effusibacillus,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.00185,0.00061,0.0013,0.0,0.00119
Eggerthella,0.02294,0.01192,0.01038,0.012,0.00421,0.00871,0.0,0.00995,0.00869,0.01112,0.01756,0.00607,0.00559,0.01073
Egibacter,0.03128,0.0,0.02224,0.00975,0.01824,0.01355,0.02413,0.01492,0.02896,0.00742,0.01635,0.0026,0.01787,0.00596
Egicoccus,0.02085,0.01854,0.01928,0.018,0.01684,0.01743,0.01207,0.02238,0.01737,0.02966,0.00848,0.00563,0.01564,0.0155
Ehrlichia,0.0,0.00132,0.0,0.00075,0.0,0.00194,0.0,0.0,0.0,0.0,0.0,0.00173,0.00112,0.00119
Eikenella,0.00834,0.00265,0.00445,0.00675,0.0014,0.0029,0.0,0.00249,0.0,0.0,0.01029,0.0052,0.01564,0.00954
Eleftheria,0.05839,0.08213,0.04893,0.08774,0.05613,0.02227,0.01609,0.08332,0.08398,0.07602,0.15683,0.05591,0.06144,0.06439
Elioraea,0.02502,0.0159,0.02966,0.01875,0.01684,0.01355,0.01609,0.01741,0.03185,0.02596,0.01453,0.01474,0.02569,0.01431
Elizabethkingia,0.0,0.00265,0.00297,0.006,0.0,0.00871,0.0,0.00124,0.0,0.00185,0.00182,0.07412,0.00335,0.00715
Elusimicrobium,0.00834,0.0,0.0,0.00075,0.00281,0.0,0.0,0.0,0.0,0.0,0.00061,0.0,0.00223,0.00119
Emcibacter,0.0,0.00132,0.0089,0.00225,0.0,0.00194,0.0,0.00373,0.0,0.00371,0.00363,0.0013,0.00335,0.00596
Emergencia,0.0,0.0,0.0,0.00075,0.0,0.00097,0.00402,0.00124,0.0,0.00185,0.00121,0.0,0.00112,0.0
Empedobacter,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.00124,0.0029,0.0,0.00121,0.0065,0.0,0.00238
Emticicia,0.00209,0.0,0.0,0.0075,0.0,0.00097,0.0,0.00124,0.0,0.00556,0.01695,0.22581,0.00335,0.00596
Encephalitozoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.00185,0.0,0.0,0.0,0.0
Endlipuvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Endolissoclinum,0.0,0.00132,0.00297,0.0,0.0,0.0,0.0,0.00124,0.0,0.00371,0.00061,0.0,0.00223,0.00358
Endomicrobium,0.00209,0.00397,0.00297,0.00075,0.0,0.0029,0.00402,0.00373,0.0,0.0,0.00061,0.0052,0.00223,0.00119
Endoriftia,0.01043,0.0,0.00297,0.009,0.00561,0.00968,0.00402,0.00497,0.0029,0.01298,0.00363,0.00217,0.01676,0.01073
Endozoicomonas,0.00834,0.00132,0.00593,0.00675,0.00421,0.00581,0.0,0.00622,0.00869,0.00927,0.00363,0.00303,0.02458,0.00596
Eneladusvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Enhydrobacter,0.23563,0.21724,0.29656,0.41694,0.2147,0.16265,0.08044,0.22632,0.23456,0.17613,0.12474,0.04594,0.11394,0.27067
Ensifer,0.07924,0.08875,0.11566,0.08924,0.09963,0.11811,0.06837,0.07212,0.05212,0.06304,0.06358,0.06631,0.06479,0.09658
Enterobacter,0.06464,0.24108,0.10824,0.13798,0.09542,0.11133,0.15283,0.08456,0.1361,0.13349,0.14351,0.11616,0.23123,0.17885
Enterocloster,0.00209,0.00132,0.00148,0.006,0.0,0.0,0.00402,0.00249,0.0029,0.00742,0.00182,0.00303,0.00112,0.00358
Enterococcus,0.0,0.00795,0.01335,0.006,0.01965,0.01162,0.00402,0.0,0.0,0.00371,0.00848,0.00867,0.00894,0.02027
Enterovibrio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185,0.0,0.0,0.0067,0.0
Entomobacter,0.0,0.0,0.0,0.00075,0.0,0.00484,0.0,0.0,0.0,0.0,0.00061,0.0,0.0,0.00119
Entomomonas,0.0,0.00265,0.00148,0.0015,0.0,0.0029,0.00804,0.0,0.0,0.00371,0.00182,0.0013,0.00559,0.00596
Entomospira,0.00417,0.0,0.00148,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.0,0.0,0.0,0.0
Ephemeroptericola,0.00626,0.00397,0.00297,0.003,0.0014,0.0029,0.00402,0.00124,0.0029,0.00185,0.00303,0.00303,0.00447,0.00238
Epidermidibacterium,0.0146,0.00927,0.01631,0.00825,0.01544,0.02033,0.00402,0.00995,0.01448,0.00927,0.00727,0.01084,0.00559,0.00477
Epilithonimonas,0.0,0.0,0.00148,0.0045,0.0,0.00194,0.00804,0.0,0.0,0.00371,0.00121,0.04594,0.00223,0.00477
Ereboglobus,0.03128,0.01325,0.00741,0.02925,0.02666,0.02517,0.02011,0.00622,0.03765,0.01112,0.01877,0.0026,0.00223,0.02146
Eremothecium,0.00209,0.00132,0.0,0.00075,0.0014,0.0,0.0,0.0,0.0,0.0,0.00424,0.00173,0.00112,0.0
Erwinia,0.0146,0.02119,0.02076,0.0195,0.01263,0.01355,0.0,0.01741,0.02317,0.01669,0.01211,0.013,0.03016,0.01669
Erysipelothrix,0.0,0.00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00242,0.00173,0.00223,0.00119
Erythrobacter,0.11469,0.11127,0.13938,0.36445,0.17821,0.11908,0.10055,0.13057,0.16216,0.12422,0.23252,0.41349,0.0983,0.20151
Escherichia,0.0417,0.06226,0.02224,0.03225,0.04069,0.04744,0.0,0.00995,0.0695,0.08714,0.05268,0.06805,0.16979,0.06677
Ethanoligenens,0.0,0.00265,0.00148,0.003,0.00421,0.00097,0.0,0.0,0.0,0.0,0.00121,0.00087,0.0,0.00238
Eubacterium,0.0,0.0,0.0,0.0015,0.00561,0.0029,0.00402,0.00249,0.0,0.00556,0.00061,0.00347,0.00223,0.00477
Euhalothece,0.0,0.0,0.00297,0.0,0.00281,0.00194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Euzebya,0.0146,0.01722,0.02224,0.01575,0.01684,0.00581,0.00402,0.01119,0.00579,0.01298,0.01514,0.00824,0.00559,0.01192
Euzebyella,0.0,0.0,0.00148,0.00075,0.0,0.0029,0.0,0.00124,0.0,0.0,0.00061,0.0013,0.0,0.0
Evansella,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.00061,0.0,0.00223,0.0
Ewingella,0.00417,0.00132,0.0,0.00225,0.0,0.00097,0.00402,0.00124,0.0029,0.00185,0.00121,0.0013,0.00335,0.0
Exiguobacterium,0.00417,0.00132,0.00297,0.00225,0.00982,0.0029,0.00402,0.00124,0.0,0.00927,0.00727,0.00303,0.00447,0.00238
Ezakiella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00497,0.0,0.0,0.0,0.0,0.00112,0.0
Facklamia,0.00209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.0
Fadolivirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185,0.0,0.0013,0.0,0.0
Faecalibacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.00043,0.0,0.00119
Faecalibacter,0.0,0.0,0.0,0.00075,0.0014,0.0,0.0,0.00124,0.0,0.0,0.00061,0.0013,0.0,0.00358
Faecalibacterium,0.00834,0.02384,0.00593,0.00975,0.01123,0.01162,0.0,0.0199,0.02027,0.01854,0.01817,0.07325,0.0067,0.01431
Faecalibaculum,0.00417,0.0,0.00148,0.0,0.0,0.0,0.0,0.00124,0.0,0.00185,0.0,0.0,0.0,0.00238
Faithunavirus,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Falsihalocynthiibacter,0.0,0.00662,0.00297,0.0015,0.0014,0.00194,0.0,0.00373,0.0,0.00185,0.00121,0.00087,0.00335,0.00477
Falsirhodobacter,0.00209,0.00662,0.00148,0.00525,0.00561,0.00097,0.00402,0.0087,0.0029,0.0,0.02059,0.05028,0.00223,0.00715
Fannyhessea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.0,0.0,0.0
Fenollaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0
Ferribacterium,0.03753,0.12584,0.02372,0.05774,0.06315,0.04066,0.02011,0.19399,0.91217,0.55436,0.6128,1.91227,0.08378,0.15381
Ferrigenium,0.02919,0.02914,0.03262,0.03525,0.14313,0.09197,0.04424,0.03606,0.04054,0.04264,0.01272,0.0182,0.07038,0.07035
Ferrimonas,0.00626,0.01457,0.0089,0.00975,0.00842,0.01259,0.00804,0.00497,0.00869,0.01112,0.00727,0.0039,0.00782,0.01192
Ferriphaselus,0.00209,0.01722,0.00445,0.0135,0.02807,0.01646,0.00402,0.00249,0.00869,0.01483,0.00848,0.00737,0.03686,0.02981
Ferroplasma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.00112,0.00119
Ferrovibrio,0.03962,0.02914,0.03707,0.02175,0.02105,0.01646,0.0,0.0199,0.03185,0.01669,0.01574,0.01127,0.01564,0.01908
Ferrovum,0.00626,0.00132,0.00148,0.006,0.00561,0.00775,0.0,0.00124,0.0,0.00556,0.00363,0.00433,0.0067,0.00238
Ferruginibacter,0.01251,0.05166,0.03114,0.0285,0.00842,0.01259,0.0,0.01244,0.02896,0.01669,0.04663,0.08018,0.00782,0.05485
Fervidibacillus,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00358
Fervidobacterium,0.0,0.0,0.00148,0.00075,0.0,0.0,0.00402,0.00124,0.0,0.0,0.0,0.0,0.0,0.00238
Fibrella,0.00209,0.0,0.00148,0.00075,0.0014,0.00194,0.0,0.00746,0.0,0.0,0.00182,0.00087,0.00335,0.00119
Fibrobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249,0.0029,0.00371,0.00121,0.0,0.00112,0.00119
Fictibacillus,0.0,0.00132,0.00297,0.00225,0.0014,0.00097,0.00402,0.0,0.0,0.00185,0.00061,0.00173,0.00223,0.00119
Filifactor,0.00209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filimonas,0.00417,0.00795,0.00297,0.00825,0.0014,0.0029,0.0,0.0087,0.0,0.00556,0.00848,0.0182,0.0,0.00596
Filomicrobium,0.02919,0.02649,0.02966,0.02175,0.02526,0.01549,0.03218,0.02363,0.01737,0.02225,0.01272,0.00563,0.02346,0.02265
Fimbriimonas,0.00626,0.00397,0.00148,0.006,0.00842,0.00387,0.0,0.00622,0.00579,0.00927,0.00363,0.00217,0.00335,0.00119
Finegoldia,0.0,0.0,0.00297,0.0,0.0014,0.00194,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Fischerella,0.00417,0.00132,0.0,0.0015,0.0,0.0,0.0,0.00124,0.0,0.00371,0.0,0.0013,0.0,0.00477
Flagellatimonas,0.02085,0.0053,0.00593,0.012,0.00561,0.00871,0.02011,0.00622,0.01158,0.01669,0.00787,0.00477,0.00782,0.01192
Flagellimonas,0.0,0.00265,0.0,0.0,0.0,0.00097,0.0,0.00124,0.0,0.0,0.00061,0.0013,0.0,0.0
Flammeovirga,0.0,0.00132,0.0,0.0015,0.0014,0.0,0.0,0.0,0.0029,0.00556,0.0,0.00303,0.00447,0.0
Flaviflexus,0.00209,0.00132,0.0089,0.0105,0.00842,0.00871,0.00402,0.0087,0.00869,0.00742,0.00484,0.0078,0.0067,0.00358
Flavihumibacter,0.01251,0.0106,0.01186,0.01725,0.00842,0.00775,0.00402,0.00746,0.00869,0.00927,0.01695,0.02644,0.00894,0.02504
Flaviramulus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.0013,0.0,0.0
Flavisolibacter,0.00209,0.0106,0.01186,0.0195,0.00281,0.00194,0.00402,0.01119,0.00579,0.00556,0.01695,0.01387,0.0067,0.0155
Flavivirga,0.0,0.0,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00121,0.00087,0.00112,0.0
Flavobacterium,0.04379,0.07418,0.06524,0.08474,0.02807,0.03098,0.02011,0.09699,0.04344,0.06118,0.14533,1.42077,0.04692,0.12043
Flavonifractor,0.00626,0.00265,0.0,0.0015,0.00561,0.00387,0.0,0.0,0.00579,0.00742,0.00242,0.0026,0.00447,0.00119
Flexistipes,0.0,0.00132,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.00119
Flintibacter,0.00209,0.0,0.00148,0.0015,0.0,0.0029,0.0,0.00124,0.0,0.0,0.00061,0.00043,0.00112,0.0
Flocculibacter,0.0,0.0,0.0,0.00075,0.0,0.00097,0.0,0.0,0.0,0.00185,0.00061,0.00087,0.00112,0.0
Floricoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Fluoribacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00185,0.0,0.0,0.00447,0.0
Fluviibacter,0.0,0.00265,0.00148,0.03,0.00982,0.00194,0.08848,0.03979,0.0029,0.01669,0.00606,0.03554,0.20331,0.01073
Fluviicola,0.0,0.00132,0.0,0.0015,0.0014,0.0,0.0,0.0,0.0,0.00371,0.00424,0.00347,0.00112,0.0
Fluviispira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.00119
Fohxhuevirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Fokinia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00371,0.0,0.0,0.0,0.0
Fonsibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.0,0.00043,0.0,0.0
Fontisphaera,0.10009,0.03974,0.06673,0.06749,0.10103,0.0668,0.01609,0.05969,0.07529,0.05748,0.03997,0.00737,0.05027,0.06677
Formicincola,0.0,0.00132,0.0,0.00075,0.0014,0.0,0.0,0.00373,0.0,0.00185,0.0,0.00173,0.0,0.0
Formosa,0.0,0.00132,0.0,0.00225,0.0,0.0,0.0,0.0,0.00579,0.0,0.00121,0.00737,0.00112,0.0
Foxborovirus,0.0,0.0,0.0,0.0,0.0,0.0,0.00402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisella,0.00417,0.00265,0.00148,0.0015,0.0014,0.0029,0.0,0.00124,0.0,0.00556,0.00484,0.0013,0.01452,0.00477
Frankia,0.07298,0.05034,0.1038,0.05999,0.09261,0.1549,0.04826,0.09078,0.0695,0.06675,0.05934,0.04378,0.06256,0.05246
Frateuria,0.04588,0.02119,0.03855,0.03974,0.02105,0.03098,0.0362,0.02487,0.03765,0.03523,0.0218,0.01734,0.03463,0.02504
Frederiksenia,0.0,0.0,0.0,0.00075,0.0,0.0,0.00402,0.0,0.0,0.00185,0.00061,0.0,0.00112,0.00119
Fretibacterium,0.00209,0.00132,0.0,0.0015,0.00421,0.00097,0.0,0.0,0.0,0.00371,0.00061,0.00043,0.00335,0.00238
Friedmanniella,0.01877,0.0106,0.03559,0.0135,0.01965,0.02033,0.00402,0.0199,0.02027,0.02039,0.01817,0.0221,0.02904,0.01073
Frigidibacter,0.00834,0.01722,0.02224,0.01575,0.01123,0.01936,0.01207,0.01492,0.0029,0.00556,0.03936,0.12353,0.00894,0.05127
Frigoribacterium,0.01251,0.02252,0.00741,0.02175,0.01263,0.01065,0.01609,0.00497,0.03185,0.00556,0.01514,0.0169,0.01005,0.02027
Frigoriglobus,0.06464,0.08743,0.09045,0.04049,0.04069,0.04066,0.01207,0.05223,0.03475,0.0445,0.0327,0.00824,0.02681,0.05366
Frischella,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.00124,0.0,0.0,0.0,0.00043,0.00223,0.0
Fromanvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.0,0.0,0.0
Frondihabitans,0.02085,0.0159,0.03114,0.0135,0.02526,0.02614,0.01609,0.02984,0.03185,0.03708,0.0224,0.02514,0.01452,0.00835
Fructilactobacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.00061,0.0,0.00112,0.00238
Fructobacillus,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Fuerstiella,0.00626,0.0053,0.00148,0.00525,0.00421,0.0029,0.00402,0.00249,0.0,0.00185,0.00242,0.00087,0.0,0.00238
Fulvia,0.00626,0.00265,0.0,0.0015,0.0,0.00097,0.0,0.00373,0.0,0.0,0.00242,0.00433,0.00112,0.0
Fulvivirga,0.0,0.00397,0.00297,0.009,0.00281,0.0029,0.0,0.00373,0.0029,0.00185,0.00242,0.00347,0.00447,0.00358
Fundicoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.0
Furfurilactobacillus,0.0,0.00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fusarium,0.00417,0.0159,0.01335,0.012,0.02105,0.02227,0.0,0.01617,0.00869,0.01112,0.0224,0.01517,0.00782,0.0155
Fuscovulum,0.01251,0.01854,0.02076,0.02775,0.02526,0.00581,0.00402,0.01741,0.05502,0.01854,0.12232,0.57126,0.01564,0.04531
Fusobacterium,0.00209,0.0,0.00148,0.0,0.0,0.00194,0.00402,0.00373,0.0029,0.00185,0.0,0.00433,0.00112,0.00119
Galbibacter,0.0,0.0,0.00148,0.0015,0.0,0.00097,0.0,0.0,0.00579,0.0,0.0,0.00173,0.0,0.0
Gallaecimonas,0.00209,0.0053,0.00297,0.0075,0.00702,0.0029,0.00402,0.00249,0.00579,0.00371,0.0109,0.0091,0.01452,0.00477
Gallibacterium,0.0,0.0,0.0,0.0015,0.0,0.00097,0.00402,0.00249,0.0,0.0,0.00182,0.00173,0.01229,0.00119
Gallionella,0.01668,0.00927,0.00148,0.01125,0.02386,0.03001,0.00804,0.00124,0.0,0.00371,0.00303,0.00737,0.01676,0.01192
Gardnerella,0.0,0.0,0.0,0.0,0.00842,0.00097,0.0,0.0,0.0,0.0,0.0,0.00043,0.00112,0.00238
Geitlerinema,0.00209,0.0,0.00297,0.00075,0.00702,0.0,0.0,0.00124,0.0,0.0,0.00242,0.0013,0.00223,0.00119
Gellertiella,0.02294,0.01987,0.01928,0.02175,0.01544,0.01065,0.0,0.01741,0.00869,0.00927,0.01151,0.02817,0.00447,0.01669
Gelria,0.0,0.00132,0.00445,0.00375,0.00421,0.00194,0.00804,0.00373,0.0029,0.00927,0.00182,0.00217,0.00112,0.00119
Gemella,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.00087,0.0,0.0
Geminocystis,0.00209,0.0,0.0,0.0015,0.0014,0.00387,0.0,0.0,0.0,0.00185,0.00242,0.00087,0.0067,0.00835
Gemmata,0.11886,0.0914,0.12011,0.05024,0.04911,0.04357,0.02815,0.09326,0.09266,0.07045,0.066,0.0117,0.0391,0.07035
Gemmatimonas,0.03545,0.02119,0.04004,0.03,0.02526,0.03001,0.02815,0.06342,0.06371,0.06118,0.01877,0.0091,0.02681,0.04412
Gemmatirosa,0.06047,0.03841,0.05635,0.033,0.02947,0.02517,0.05228,0.06591,0.08977,0.06489,0.02725,0.00737,0.04245,0.05127
Gemmobacter,0.01251,0.02517,0.01779,0.0285,0.01263,0.01839,0.01609,0.01368,0.04344,0.03152,0.10476,0.45726,0.02011,0.02504
Geoalkalibacter,0.00834,0.01987,0.01038,0.00525,0.01123,0.00581,0.01609,0.00995,0.01448,0.02039,0.00908,0.00563,0.02681,0.02742
Geobacillus,0.01043,0.00662,0.01631,0.01125,0.01123,0.00678,0.01609,0.00746,0.00869,0.00556,0.00848,0.00347,0.00447,0.00715
Geobacter,0.12303,0.46494,0.05042,0.05999,0.22592,0.07842,0.14479,0.16041,0.31564,0.28738,0.26462,0.08842,0.15527,0.37083
Geodermatophilus,0.03128,0.03047,0.07414,0.03974,0.07999,0.09197,0.02815,0.05347,0.04344,0.05377,0.03754,0.03901,0.05139,0.02742
Geoglobus,0.00209,0.00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.00061,0.00043,0.0,0.0
Geomonas,0.09175,0.1722,0.02817,0.05099,0.0884,0.05518,0.08848,0.05845,0.09556,0.13164,0.10233,0.03857,0.09383,0.15858
Georgenia,0.03545,0.03841,0.08007,0.06524,0.06736,0.10069,0.04022,0.04725,0.08977,0.05933,0.05631,0.07368,0.07149,0.03219
Georhizobium,0.01251,0.01192,0.0089,0.02325,0.00842,0.02808,0.01609,0.02611,0.01158,0.01112,0.01272,0.00954,0.01564,0.01073
Geosporobacter,0.0,0.0,0.0,0.0,0.0,0.00387,0.0,0.00124,0.0,0.0,0.0,0.0,0.00112,0.0
Geotalea,0.06256,0.13909,0.00741,0.0135,0.06595,0.02517,0.05228,0.02114,0.0666,0.07972,0.066,0.03251,0.0391,0.11685
Geothrix,0.26066,0.66629,0.04597,0.09374,0.34239,0.18201,0.20512,0.10943,0.28958,0.35783,1.01851,0.78363,0.15974,0.26947
Geovibrio,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.00121,0.00043,0.00112,0.0
Gephyromycinifex,0.01251,0.00662,0.00297,0.0045,0.00281,0.00871,0.0,0.00746,0.03185,0.00556,0.01393,0.0091,0.01564,0.00835
Giardia,0.0,0.0,0.0,0.00075,0.0,0.00194,0.0,0.0,0.0029,0.0,0.0,0.00087,0.0,0.0
Gibbsiella,0.0,0.00397,0.0,0.0015,0.0014,0.00194,0.00804,0.00124,0.0029,0.0,0.00121,0.00043,0.00223,0.00119
Gilliamella,0.0,0.0,0.0,0.00225,0.0014,0.00194,0.00402,0.00249,0.0,0.00185,0.00484,0.00173,0.0134,0.00715
